İlan No,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Çekiş,Fiyat,Motor_Hacmi_CC,Motor_Gucu_HP,Degisen_Parca,Boyali_Parca
40266296,Nissan,Navara,2.3 dCi 4x2,2016,169000.0,Düz,Dizel,Hard top,Gri,Arkadan İtiş,1150000.0,2298.0,160.0,0,0
39747096,Nissan,Navara,2.3 dCi 4x4,2016,127000.0,Otomatik,Dizel,Hard top,Turuncu,4WD (Sürekli),1435000.0,2298.0,190.0,0,1
40438540,Nissan,Navara,2.3 dCi 4x4,2018,106700.0,Otomatik,Dizel,Hard top,Turuncu,4WD (Sürekli),1470000.0,2298.0,190.0,0,0
40057335,Nissan,Navara,2.3 dCi 4x4,2021,117000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1475000.0,2298.0,190.0,0,0
40057328,Nissan,Navara,2.3 dCi 4x4,2021,84000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1530000.0,2298.0,190.0,0,0
40057325,Nissan,Navara,2.3 dCi 4x4,2016,155000.0,Otomatik,Dizel,Hard top,Turuncu,4WD (Sürekli),1410000.0,2298.0,190.0,0,0
40057324,Nissan,Navara,2.3 dCi 4x4,2017,128000.0,Otomatik,Dizel,Hard top,Turuncu,4WD (Sürekli),1359000.0,2298.0,190.0,0,1
39651163,Nissan,Navara,2.3 dCi 4x4,2017,300000.0,Düz,Dizel,Hard top,Beyaz,4WD (Sürekli),935000.0,2298.0,160.0,0,0
30389861,Nissan,Navara,2.3 dCi 4x4,2021,123000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1715000.0,2298.0,190.0,0,0
40057326,Nissan,Navara,2.3 dCi 4x4,2019,172000.0,Otomatik,Dizel,SUV,Siyah,AWD (Elektronik),1450000.0,2250.5,188.0,0,1
40057343,Nissan,Navara,2.3 dCi 4x4,2017,106000.0,Otomatik,Dizel,Hard top,Turuncu,4WD (Sürekli),1569750.0,2298.0,190.0,0,0
39660248,Nissan,Navara,2.3 dCi 4x4,2021,157200.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1570000.0,2298.0,190.0,0,0
40392296,Nissan,Navara,2.3 dCi 4x4,2018,233000.0,Otomatik,Dizel,SUV,Gri,AWD (Elektronik),1550000.0,2250.5,188.0,0,0
40370626,Nissan,Navara,2.3 dCi 4x4,2020,235000.0,Düz,Dizel,Hard top,Gri,4WD (Sürekli),1375000.0,2299.0,163.0,0,0
39572636,Nissan,Navara,2.3 dCi 4x4,2017,172000.0,Düz,Dizel,SUV,Beyaz,AWD (Elektronik),1120000.0,2250.5,163.0,0,0
40334291,Nissan,Navara,2.3 dCi 4x4,2021,85000.0,Düz,Dizel,Hard top,Beyaz,4WD (Sürekli),1715000.0,2299.0,163.0,0,0
39549491,Nissan,Navara,2.3 dCi 4x4,2021,96000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),2050000.0,2298.0,190.0,0,0
39549482,Nissan,Navara,2.3 dCi 4x4,2016,233000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1145000.0,2298.0,190.0,0,2
37581658,Nissan,Navara,2.3 dCi 4x4,2016,380000.0,Otomatik,Dizel,Hard top,Gri,4WD (Sürekli),1155000.0,2298.0,190.0,0,0
39516969,Nissan,Navara,2.3 dCi 4x4,2021,65000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1725000.0,2298.0,190.0,0,0
32254099,Nissan,Navara,2.3 dCi 4x4,2021,35000.0,Otomatik,Dizel,Hard top,Sarı,4WD (Sürekli),1750000.0,2298.0,190.0,0,0
40057318,Nissan,Navara,2.3 dCi 4x4,2017,179000.0,Otomatik,Dizel,Hard top,Siyah,4WD (Sürekli),1159000.0,2298.0,190.0,0,4
39482352,Nissan,Navara,2.3 dCi 4x4,2019,110000.0,Otomatik,Dizel,SUV,Sarı,AWD (Elektronik),1510000.0,2250.5,188.0,0,0
40274444,Nissan,Navara,2.3 dCi 4x4,2019,78500.0,Otomatik,Dizel,Hard top,Gri (metalik),4WD (Sürekli),1835000.0,2298.0,190.0,0,0
40269900,Nissan,Navara,2.3 dCi 4x4,2017,204000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1350000.0,2298.0,190.0,0,0
39482361,Nissan,Navara,2.3 dCi 4x4,2021,99500.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),1550000.0,2298.0,190.0,0,0
39853994,Nissan,Navara,2.3 dCi 4x4,2021,60000.0,Otomatik,Dizel,Hard top,Turuncu,4WD (Sürekli),1788000.0,2298.0,190.0,0,0
39853985,Nissan,Navara,2.3 dCi 4x4,2021,61000.0,Otomatik,Dizel,Hard top,Gri,4WD (Sürekli),1765000.0,2298.0,190.0,0,0
39853979,Nissan,Navara,2.3 dCi 4x4,2021,103200.0,Otomatik,Dizel,Hard top,Siyah,4WD (Sürekli),1950000.0,2298.0,190.0,0,0
40404667,Nissan,Pathfinder,2.4,1997,304000.0,Otomatik,LPG & Benzin,SUV,Siyah,AWD (Elektronik),550000.0,1500.5,130.0,0,0
38022704,Nissan,Pathfinder,2.5 TDI,2005,415000.0,Otomatik,Dizel,SUV,Yeşil,AWD (Elektronik),649000.0,2250.5,163.0,0,12
40057306,Nissan,Navara,2.5 TDI 4x2 LE,2008,365000.0,Otomatik,Dizel,SUV,Siyah,Arkadan İtiş,450000.0,2250.5,138.0,0,2
40238884,Nissan,Navara,2.5 TDI 4x2 LE,2009,272000.0,Otomatik,Dizel,Hard top,Gri (Gümüş),Arkadan İtiş,585000.0,2488.0,144.0,0,10
40093311,Nissan,Navara,2.5 TDI 4x2 SE,2011,212000.0,Düz,Dizel,Hard top,Siyah,Arkadan İtiş,775000.0,2488.0,163.0,0,5
39660243,Nissan,Navara,2.5 TDI 4x2 SE,2006,295000.0,Otomatik,Dizel,Hard top,Gri,Arkadan İtiş,650000.0,2488.0,144.0,0,0
31130250,Nissan,Navara,2.5 TDI 4x2 SE,2006,332000.0,Düz,Dizel,Hard top,Siyah,Arkadan İtiş,457000.0,2488.0,144.0,0,7
40057294,Nissan,Navara,2.5 TDI 4x2 SE,2009,264000.0,Düz,Dizel,SUV,Siyah,Arkadan İtiş,499950.0,2250.5,138.0,2,5
39660241,Nissan,Navara,2.5 TDI 4x2 SE,2007,346000.0,Otomatik,Dizel,Hard top,Gri,Arkadan İtiş,535000.0,2488.0,144.0,0,1
40031287,Nissan,Navara,2.5 TDI 4x2 SE,2006,370000.0,Otomatik,Dizel,Hard top,Gri,Arkadan İtiş,540000.0,2488.0,144.0,1,9
39562094,Nissan,Navara,2.5 TDI 4x2 SE,2010,258935.0,Otomatik,Dizel,SUV,Beyaz,Arkadan İtiş,660000.0,2250.5,138.0,1,2
39549485,Nissan,Navara,2.5 TDI 4x2 SE,2012,290000.0,Düz,Dizel,Hard top,Beyaz,Arkadan İtiş,695000.0,2488.0,163.0,0,0
40308145,Nissan,Navara,2.5 TDI 4x2 SE,2009,293000.0,Düz,Dizel,Hard top,Siyah,Arkadan İtiş,690000.0,2488.0,144.0,0,0
39913848,Nissan,Navara,2.5 TDI 4x2 SE,2010,206000.0,Düz,Dizel,Hard top,Siyah,Arkadan İtiş,750000.0,2488.0,144.0,0,1
39626039,Nissan,Navara,2.5 TDI 4x2 SE,2006,370000.0,Otomatik,Dizel,Hard top,Gri,Arkadan İtiş,565000.0,2488.0,144.0,0,0
40268389,Nissan,Navara,2.5 TDI 4x2 SE,2010,373000.0,Düz,Dizel,Hard top,Siyah,Arkadan İtiş,515000.0,2488.0,144.0,0,12
40370947,Nissan,Navara,2.5 TDI 4x4 LE,2013,188000.0,Otomatik,Dizel,Hard top,Beyaz,4WD (Sürekli),749000.0,2488.0,190.0,1,11
40366575,Nissan,Navara,2.5 TDI 4x4 LE,2006,345000.0,Otomatik,Dizel,Hard top,Siyah,4WD (Sürekli),765000.0,2488.0,170.0,0,0
39549489,Nissan,Navara,2.5 TDI 4x4 LE,2011,208000.0,Otomatik,Dizel,SUV,Siyah,AWD (Elektronik),825000.0,2250.5,163.0,0,0
39445734,Nissan,Navara,2.5 TDI 4x4 LE,2008,216000.0,Otomatik,Dizel,SUV,Siyah,AWD (Elektronik),790000.0,2250.5,163.0,0,0
40057311,Nissan,Navara,2.5 TDI 4x4 SE,2011,185000.0,Düz,Dizel,SUV,Siyah,AWD (Elektronik),760000.0,2250.5,163.0,0,0
40057301,Nissan,Navara,2.5 TDI 4x4 SE,2008,302000.0,Otomatik,Dizel,SUV,Siyah,AWD (Elektronik),645750.0,2250.5,163.0,0,0
40317351,Nissan,Navara,2.5 TDI 4x4 SE,2008,298000.0,Otomatik,Dizel,Hard top,Siyah,4WD (Sürekli),575000.0,2488.0,170.0,0,0
40384462,Nissan,Terrano,2.7 TDI Elegance,2001,319000.0,Düz,Dizel,-,Bordo,-,500000.0,2750.5,113.0,0,3
40430966,Nissan,Pick Up,2WD Double Cab,1999,475000.0,Düz,Dizel,Hard top,Yeşil,4WD (Sürekli),290000.0,2494.0,83.0,0,0
39511942,Nissan,Pick Up,2WD Double Cab,1998,260000.0,Düz,Dizel,Pick-Up,Yeşil (metalik),Arkadan İtiş,500000.0,2750.5,88.0,0,1
40292510,Nissan,Pick Up,2WD Double Cab,1998,372000.0,Düz,Dizel,Pick-Up,Gri (Gümüş),Arkadan İtiş,525000.0,2750.5,130.0,0,0
40254866,Nissan,Pick Up,2WD Double Cab,1998,314000.0,Düz,Dizel,Pick-Up,Mavi,Arkadan İtiş,450000.0,1500.5,130.0,0,0
38621227,Nissan,Terrano,3.0 DI Standart,2003,352000.0,Otomatik,Dizel,SUV,Siyah,4WD (Sürekli),795000.0,2956.0,154.0,0,0
40011199,Nissan,Pathfinder,3.3 V6,1998,278000.0,Otomatik,LPG & Benzin,SUV,Mavi,AWD (Elektronik),582500.0,3250.5,163.0,1,12
39998476,Nissan,Murano,3.5 LT,2008,270000.0,Otomatik,LPG & Benzin,SUV,Siyah,4WD (Sürekli),850000.0,3600.0,234.0,0,5
40011194,Nissan,Pathfinder,3.5 V6,2001,201000.0,Otomatik,LPG & Benzin,SUV,Beyaz,AWD (Elektronik),735000.0,3250.5,213.0,0,11
40317036,Nissan,Pick Up,4WD,1997,350000.0,Düz,Dizel,Pick-Up,Lacivert,4WD (Sürekli),225000.0,2494.0,80.0,0,0
39652534,Nissan,Skystar,4x2,2005,292000.0,Düz,Dizel,Hard top,Gri (Gümüş),Arkadan İtiş,350000.0,2488.0,133.0,0,0
40062154,Nissan,Skystar,4x2,2005,262000.0,Düz,Dizel,SUV,Kırmızı,Arkadan İtiş,780000.0,2250.5,138.0,0,0
40062120,Nissan,Skystar,4x2,2007,214000.0,Düz,Dizel,SUV,Siyah,Arkadan İtiş,850000.0,2250.5,138.0,0,0
40062016,Nissan,Country,4x2,2006,290000.0,Düz,Dizel,SUV,Gri,Arkadan İtiş,390000.0,2250.5,138.0,5,4
39660554,Nissan,Skystar,4x2,2005,390000.0,Düz,Dizel,SUV,Siyah,Arkadan İtiş,540000.0,2250.5,138.0,0,0
40062114,Nissan,Skystar,4x2,1998,370000.0,Düz,Dizel,SUV,Yeşil,Arkadan İtiş,370000.0,2750.5,138.0,0,7
40062096,Nissan,Skystar,4x2,1998,277000.0,Düz,Dizel,SUV,Beyaz,Arkadan İtiş,360000.0,2750.5,88.0,0,0
39991239,Nissan,Skystar,4x2,2011,330000.0,Düz,Dizel,Hard top,Siyah,Arkadan İtiş,550000.0,2488.0,133.0,0,0
39102960,Nissan,Skystar,4x2,2003,263000.0,Düz,Dizel,Hard top,Gri,Arkadan İtiş,530000.0,2488.0,133.0,0,0
40365332,Nissan,Skystar,4x2,2008,170753.0,Düz,Dizel,Hard top,Gri (Gümüş),Arkadan İtiş,770000.0,2488.0,133.0,0,0
40361260,Nissan,Skystar,4x2,2003,231000.0,Düz,Dizel,Hard top,Gri (Gümüş),Arkadan İtiş,499000.0,2488.0,133.0,0,3
39598189,Nissan,Skystar,4x2,2005,359000.0,Düz,Dizel,SUV,Gri,Arkadan İtiş,480000.0,2250.5,138.0,0,0
40329520,Nissan,Skystar,4x2,2005,190000.0,Düz,Dizel,Hard top,Gri,Arkadan İtiş,645000.0,2488.0,133.0,0,1
40062112,Nissan,Skystar,4x2,2009,259000.0,Düz,Dizel,SUV,Siyah,Arkadan İtiş,850000.0,2250.5,138.0,0,0
39910253,Nissan,Skystar,4x2,2000,374000.0,Düz,Dizel,Hard top,Mavi,Arkadan İtiş,380000.0,2488.0,133.0,0,0
39910260,Nissan,Skystar,4x2,1999,228000.0,Düz,Dizel,SUV,Beyaz,Arkadan İtiş,565000.0,2750.5,138.0,0,2
39910237,Nissan,Skystar,4x2,2004,274000.0,Düz,Dizel,SUV,Gri,Arkadan İtiş,680000.0,2250.5,138.0,0,0
40261988,Nissan,Skystar,4x2,2003,600000.0,Düz,Dizel,Hard top,Siyah,Arkadan İtiş,425000.0,2488.0,133.0,0,11
39852137,Nissan,Skystar,4x2,2001,335000.0,Düz,Dizel,Hard top,Kırmızı,Arkadan İtiş,600000.0,2488.0,133.0,0,0
38739344,Nissan,Skystar,4x4,2011,282000.0,Düz,Dizel,Hard top,Gri,4WD (Sürekli),460000.0,2488.0,133.0,0,12
39693428,Nissan,Skystar,4x4,2005,499500.0,Düz,Dizel,Hard top,Gri,4WD (Sürekli),495000.0,2488.0,133.0,2,1
36705550,Nissan,Skystar,4x4,2005,125000.0,Düz,Dizel,Hard top,Füme,4WD (Sürekli),879999.0,2488.0,133.0,0,0
40411648,Nissan,Skystar,4x4,2005,450000.0,Düz,Dizel,Hard top,Siyah,4WD (Sürekli),500000.0,2488.0,133.0,0,0
37847066,Nissan,Skystar,4x4,2011,350000.0,Düz,Dizel,Hard top,Beyaz,4WD (Sürekli),650000.0,2488.0,133.0,0,0
39549103,Nissan,Skystar,4x4,2006,368000.0,Düz,Dizel,Hard top,Gri,4WD (Sürekli),529000.0,2488.0,133.0,0,0
40114394,Nissan,350 Z,Coupe,2003,145000.0,Düz,Benzin,Coupe,Turuncu,Arkadan İtiş,4575000.0,3250.5,288.0,0,0
39267776,Nissan,350 Z,Coupe,2004,115000.0,Düz,Benzin,Coupe,Kırmızı,Arkadan İtiş,3250000.0,3250.5,288.0,0,0
40046758,Nissan,350 Z,Roadster,2007,56000.0,Otomatik,Benzin,Cabrio,Kırmızı,Arkadan İtiş,3850000.0,3250.5,288.0,0,8
37629615,Opel,Corsa,1.0 Eco Club,2002,290000.0,Yarı Otomatik,Benzin,Hatchback/5,Lacivert,Önden Çekiş,329500.0,973.0,58.0,1,9
28973521,Opel,Corsa,1.0 Enjoy,2004,259500.0,Düz,Benzin,Hatchback/3,Beyaz,Önden Çekiş,359999.0,998.0,60.0,2,2
38106481,Opel,Corsa,1.0 Enjoy,2003,250000.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,365000.0,1200.0,63.0,2,11
38711625,Opel,Corsa,1.0 Essentia,2004,240000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,290000.0,998.0,60.0,0,0
40378966,Opel,Corsa,1.0 Essentia,2003,286400.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,295000.0,998.0,60.0,0,3
40013188,Opel,Corsa,1.0 Essentia,2004,270000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,315000.0,998.0,60.0,0,11
34070686,Opel,Corsa,1.0 Essentia,2004,243000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,310000.0,998.0,60.0,0,1
40408122,Opel,Agila,1.2 Club,2001,212000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,275000.0,1199.0,75.0,1,1
40062402,Opel,Grandland X,1.2 EcoTEC Edition,2021,82239.0,Otomatik,Benzin,SUV,Kırmızı,Önden Çekiş,1500000.0,1199.0,130.0,0,0
40062428,Opel,Grandland X,1.2 EcoTEC Elegance,2021,100000.0,Otomatik,Benzin,SUV,Kırmızı,Önden Çekiş,1470000.0,1199.0,130.0,0,0
38111808,Opel,Grandland X,1.2 EcoTEC Elegance,2021,48000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1598750.0,1199.0,130.0,0,0
38140887,Opel,Grandland X,1.2 EcoTEC Elegance,2021,74000.0,Otomatik,Benzin,SUV,Mavi,Önden Çekiş,1625000.0,1199.0,130.0,0,0
40038056,Opel,Grandland X,1.2 EcoTEC Elegance,2021,109000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1639000.0,1199.0,130.0,0,0
38621313,Opel,Grandland X,1.2 EcoTEC Elegance,2021,70300.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1560000.0,1199.0,130.0,0,0
40431722,Opel,Grandland X,1.2 EcoTEC Enjoy,2020,70246.0,Otomatik,Benzin,SUV,Gri (Gümüş),Önden Çekiş,1325000.0,1199.0,130.0,1,1
40367061,Opel,Grandland X,1.2 EcoTEC Enjoy,2020,79000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1400000.0,1199.0,130.0,0,0
39482540,Opel,Grandland X,1.2 EcoTEC Enjoy,2020,121524.0,Otomatik,Benzin,SUV,Beyaz,Önden Çekiş,1300000.0,1200.0,138.0,0,0
40280434,Opel,Grandland X,1.2 EcoTEC Enjoy,2020,49000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1450000.0,1199.0,130.0,0,0
38402950,Opel,Grandland X,1.2 EcoTEC Enjoy,2020,94000.0,Otomatik,Benzin,SUV,Beyaz,Önden Çekiş,1325000.0,1199.0,130.0,1,0
37684531,Opel,Grandland X,1.2 EcoTEC Enjoy,2019,118000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1360000.0,1200.0,138.0,1,0
39015873,Opel,Grandland X,1.2 EcoTEC Enjoy,2018,98000.0,Otomatik,Benzin,SUV,Kırmızı,Önden Çekiş,1395000.0,1199.0,130.0,0,0
34339250,Opel,Grandland X,1.2 EcoTEC Enjoy Black Edition,2020,107000.0,Otomatik,Benzin,SUV,Siyah,Önden Çekiş,1355000.0,1200.0,130.0,0,0
39335149,Opel,Grandland X,1.2 EcoTEC Enjoy Black Edition,2020,69000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1395000.0,1199.0,130.0,0,0
38346985,Opel,Grandland X,1.2 EcoTEC Enjoy Black Edition,2020,70000.0,Otomatik,Benzin,SUV,Beyaz,Önden Çekiş,1470000.0,1199.0,130.0,0,0
39473077,Opel,Grandland X,1.2 EcoTEC Enjoy Black Edition,2020,6001.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1410000.0,1199.0,130.0,0,5
39165187,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,76000.0,Otomatik,Benzin,SUV,Beyaz,Önden Çekiş,1385000.0,1199.0,130.0,0,0
40306339,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,57500.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1550000.0,1199.0,130.0,0,0
39015872,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,59000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1460000.0,1199.0,130.0,1,0
40192372,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,110000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1495000.0,1199.0,130.0,0,0
39254300,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,181000.0,Otomatik,Benzin,SUV,Bordo,Önden Çekiş,1300000.0,1200.0,138.0,0,0
40125672,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,69000.0,Otomatik,Benzin,SUV,Bordo,Önden Çekiş,1430000.0,1199.0,130.0,0,0
39811588,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,65000.0,Otomatik,Benzin,SUV,Gri,Önden Çekiş,1470000.0,1199.0,130.0,0,0
37684562,Opel,Grandland X,1.2 EcoTEC Enjoy Skyline,2020,88000.0,Otomatik,Benzin,SUV,Bordo,Önden Çekiş,1459000.0,1199.0,130.0,0,0
39509304,Opel,Grandland X,1.2 EcoTEC Excellence,2017,120000.0,Otomatik,Benzin,SUV,Bej,Önden Çekiş,1400000.0,1199.0,130.0,0,0
39685555,Opel,Corsa,1.2 Edition,2020,92000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,869000.0,1199.0,75.0,0,0
40222367,Opel,Corsa,1.2 Elegance,2023,37785.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1100000.0,1199.0,75.0,0,0
40093525,Opel,Corsa,1.2 Elegance,2023,36000.0,Düz,Benzin,Hatchback/5,Bordo,Önden Çekiş,1050000.0,1199.0,75.0,0,0
39998612,Opel,Corsa,1.2 Elegance,2023,34718.0,Düz,Benzin,Hatchback/5,Mavi,Önden Çekiş,1400000.0,1199.0,75.0,0,0
40311028,Opel,Corsa,1.2 Enjoy,2016,98000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),Önden Çekiş,800000.0,1229.0,70.0,1,1
40093473,Opel,Corsa,1.2 Enjoy,2004,185000.0,Otomatik,Benzin,Hatchback/5,Bordo,Önden Çekiş,449500.0,1200.0,63.0,3,10
40395404,Opel,Corsa,1.2 Enjoy,2004,186000.0,Otomatik,Benzin,Hatchback/5,Gri,Belirtilmemiş,420000.0,1500.5,130.0,0,0
40400330,Opel,Corsa,1.2 Enjoy,2016,25900.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,785000.0,1229.0,70.0,1,1
40393940,Opel,Corsa,1.2 Enjoy,2009,128000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,600000.0,1229.0,80.0,0,0
39095889,Opel,Corsa,1.2 Essentia,2007,207000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,349750.0,1229.0,80.0,2,9
39653733,Opel,Corsa,1.2 Essentia,2015,164376.0,Düz,Benzin,Hatchback/5,Mavi,Önden Çekiş,555000.0,1300.5,63.0,6,1
39653729,Opel,Corsa,1.2 Essentia,2015,162423.0,Düz,Benzin,Hatchback/5,Kahverengi,Önden Çekiş,585000.0,1300.5,63.0,1,2
40434615,Opel,Corsa,1.2 Essentia,2007,286000.0,Düz,Benzin,Hatchback/5,Mavi,Önden Çekiş,290000.0,1229.0,80.0,2,6
38471055,Opel,Corsa,1.2 Essentia,2004,120000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,450000.0,1199.0,75.0,0,0
40410240,Opel,Corsa,1.2 Essentia,2010,265000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Belirtilmemiş,360000.0,1500.5,130.0,0,4
40412872,Opel,Corsa,1.2 Essentia,2004,140000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,500000.0,1199.0,75.0,0,2
39653734,Opel,Corsa,1.2 Essentia,2015,140704.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,685000.0,1300.5,63.0,0,0
39653721,Opel,Corsa,1.2 Essentia,2015,81058.0,Düz,Benzin,Hatchback/5,Kahverengi,Önden Çekiş,735000.0,1300.5,63.0,0,0
39625170,Opel,Corsa,1.2 Essentia,2015,205406.0,Düz,Benzin,Hatchback/5,Kahverengi,Önden Çekiş,605000.0,1300.5,63.0,0,2
38988646,Opel,Corsa,1.2 Essentia,2015,125000.0,Düz,Benzin,Hatchback/5,Füme,Önden Çekiş,660000.0,1300.5,63.0,0,3
40405453,Opel,Corsa,1.2 Essentia,2005,142000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri (Gümüş),Önden Çekiş,481500.0,1229.0,80.0,2,2
39653739,Opel,Corsa,1.2 Essential,2021,110000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,860000.0,1199.0,75.0,0,0
39625164,Opel,Corsa,1.2 Essential,2020,170000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,775750.0,1199.0,75.0,0,0
40225335,Opel,Frontera,1.2 Hybrid Edition,2025,17000.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1595000.0,1199.0,136.0,0,0
40366776,Opel,Frontera,1.2 Hybrid GS,2025,8400.0,Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,1750000.0,1199.0,136.0,0,0
40058148,Opel,Frontera,1.2 Hybrid GS,2025,14150.0,Otomatik,Hibrit,SUV,Turuncu,Önden Çekiş,1610000.0,1199.0,136.0,0,0
39693577,Opel,Frontera,1.2 Hybrid GS,2025,22000.0,Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,1590000.0,1199.0,136.0,0,0
40396582,Opel,Frontera,1.2 Hybrid GS,2025,13000.0,Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,1780000.0,1199.0,136.0,0,0
39103349,Opel,Frontera,1.2 Hybrid GS,2025,7000.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1700000.0,1199.0,136.0,0,0
40358695,Opel,Frontera,1.2 Hybrid GS,2025,10000.0,Otomatik,Hibrit,SUV,Turuncu,Önden Çekiş,1850000.0,1199.0,136.0,0,0
39975694,Opel,Frontera,1.2 Hybrid GS,2025,6150.0,Otomatik,Hibrit,SUV,Turuncu,Önden Çekiş,1735000.0,1199.0,136.0,0,0
39975691,Opel,Frontera,1.2 Hybrid GS,2025,28000.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1610000.0,1199.0,136.0,0,0
39975689,Opel,Frontera,1.2 Hybrid GS,2025,6500.0,Otomatik,Benzin,SUV,Yeşil,Önden Çekiş,1650000.0,1199.0,136.0,0,0
39975682,Opel,Frontera,1.2 Hybrid GS,2025,6001.0,Otomatik,Hibrit,SUV,Yeşil,Önden Çekiş,1765000.0,1199.0,136.0,0,0
39975678,Opel,Frontera,1.2 Hybrid GS,2025,17079.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1635000.0,1199.0,136.0,0,0
39517115,Opel,Frontera,1.2 Hybrid GS,2025,23148.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1600000.0,1199.0,136.0,0,0
39879597,Opel,Frontera,1.2 Hybrid GS,2025,22000.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1610000.0,1199.0,136.0,0,0
39417090,Opel,Frontera,1.2 Hybrid GS,2025,14716.0,Otomatik,Hibrit,SUV,Turuncu,Önden Çekiş,1649750.0,1199.0,136.0,0,0
39018049,Opel,Frontera,1.2 Hybrid GS,2025,7000.0,Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,1749000.0,1199.0,136.0,0,0
39768831,Opel,Frontera,1.2 Hybrid GS,2025,33000.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1599000.0,1199.0,136.0,0,0
40152139,Opel,Frontera,1.2 Hybrid GS,2025,19000.0,Otomatik,Hibrit,SUV,Yeşil,Önden Çekiş,1680000.0,1199.0,136.0,0,0
38477281,Opel,Frontera,1.2 Hybrid GS,2025,13850.0,Otomatik,Hibrit,SUV,Yeşil,Önden Çekiş,1649000.0,1199.0,136.0,0,0
40128359,Opel,Frontera,1.2 Hybrid GS,2025,6001.0,Otomatik,Hibrit,SUV,Kırmızı,Önden Çekiş,1735000.0,1199.0,136.0,0,0
40100290,Opel,Frontera,1.2 Hybrid GS,2025,6100.0,Otomatik,Hibrit,SUV,Turuncu,Önden Çekiş,1870000.0,1199.0,136.0,0,0
39018044,Opel,Frontera,1.2 Hybrid GS,2025,9800.0,Otomatik,Hibrit,SUV,Gri,Önden Çekiş,1730000.0,1199.0,136.0,0,0
