İlan No,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Çekiş,Fiyat,Motor_Hacmi_CC,Motor_Gucu_HP,Degisen_Parca,Boyali_Parca
40177059,Acura,ILX,2.0,2014,91000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,950000.0,1997.0,152.0,0,0
33807239,Acura,MDX,3.5,2013,402000.0,Otomatik,Benzin,SUV,Beyaz,AWD (Elektronik),3150000.0,3250.5,288.0,0,0
39855717,Alfa Romeo,Junior Ibrida,1.2 Ibrida,2025,13000.0,Yarı Otomatik,Benzin,SUV,Siyah,Önden Çekiş,2050000.0,1199.0,136.0,0,0
39229705,Alfa Romeo,Junior Ibrida,1.2 Ibrida,2024,24000.0,Yarı Otomatik,Benzin,SUV,Kırmızı,Önden Çekiş,1650000.0,1199.0,136.0,0,0
37680378,Alfa Romeo,Junior Ibrida,1.2 Ibrida,2025,11036.0,Yarı Otomatik,Benzin,SUV,Siyah,Önden Çekiş,2055000.0,1199.0,136.0,0,0
38280109,Alfa Romeo,Junior Ibrida,1.2 Ibrida,2025,10180.0,Yarı Otomatik,Benzin,SUV,Gri,Önden Çekiş,2065000.0,1199.0,136.0,0,0
39627635,Alfa Romeo,Junior Ibrida,1.2 Ibrida,2024,18500.0,Yarı Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1800000.0,1199.0,136.0,0,0
34904981,Alfa Romeo,Junior Ibrida,1.2 Ibrida,2024,10600.0,Yarı Otomatik,Hibrit,SUV,Mavi (metalik),Önden Çekiş,1765000.0,1199.0,136.0,0,0
40068951,Alfa Romeo,Junior Ibrida,1.2 speciale,2024,8000.0,Yarı Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,1945000.0,1199.0,136.0,0,0
39545391,Alfa Romeo,Junior Ibrida,1.2 speciale,2024,17315.0,Yarı Otomatik,Hibrit,SUV,Gri,Önden Çekiş,1780000.0,1199.0,136.0,0,0
39444601,Alfa Romeo,Junior Ibrida,1.2 speciale,2025,11000.0,Yarı Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,2065000.0,1199.0,136.0,0,0
39258200,Alfa Romeo,Junior Ibrida,1.2 speciale,2025,47900.0,Yarı Otomatik,Hibrit,SUV,Gri,Önden Çekiş,1799000.0,1199.0,136.0,0,0
38186158,Alfa Romeo,Junior Ibrida,1.2 speciale,2024,28202.0,Yarı Otomatik,Hibrit,SUV,Kırmızı,Önden Çekiş,1840000.0,1199.0,136.0,0,0
39841487,Alfa Romeo,Junior Ibrida,1.2 speciale,2024,27000.0,Yarı Otomatik,Hibrit,SUV,Mavi (metalik),Önden Çekiş,1925000.0,1199.0,136.0,0,0
39619611,Alfa Romeo,Junior Ibrida,1.2 speciale,2024,26500.0,Yarı Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,1849000.0,1199.0,136.0,0,0
39534256,Alfa Romeo,Junior Ibrida,1.2 speciale,2025,6001.0,Yarı Otomatik,Hibrit,SUV,Siyah,Önden Çekiş,2250000.0,1199.0,136.0,0,0
35327052,Alfa Romeo,Junior Ibrida,1.2 speciale,2024,23000.0,Yarı Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,1850000.0,1199.0,136.0,1,0
37848075,Alfa Romeo,Tonale,1.3 Hybrid Veloce,2023,31000.0,Otomatik,Hibrit,SUV,Beyaz,AWD (Elektronik),2420000.0,1300.5,288.0,0,0
39379471,Alfa Romeo,Tonale,1.3 Hybrid Veloce,2023,62000.0,Otomatik,Hibrit,SUV,Füme,AWD (Elektronik),2275000.0,1300.5,288.0,1,0
37848077,Alfa Romeo,Tonale,1.3 Hybrid Veloce,2023,60737.0,Otomatik,Hibrit,SUV,Mavi,AWD (Elektronik),2320000.0,1300.5,288.0,0,0
36501629,Alfa Romeo,Tonale,1.3 Hybrid Veloce,2023,42000.0,Otomatik,Hibrit,SUV,Siyah,AWD (Elektronik),2675000.0,1300.5,288.0,0,0
39734949,Alfa Romeo,MiTo,1.3 JTD City,2013,219000.0,Düz,Dizel,Hatchback/3,Bej,Önden Çekiş,599999.0,1248.0,95.0,0,4
40222384,Alfa Romeo,MiTo,1.4 T Distinctive,2010,102600.0,Düz,Benzin,Hatchback/3,Beyaz,Önden Çekiş,697000.0,1368.0,155.0,0,2
40192053,Alfa Romeo,MiTo,1.4 T Distinctive,2010,212000.0,Düz,Benzin,Hatchback/3,Beyaz,Önden Çekiş,630000.0,1368.0,155.0,0,3
39248929,Alfa Romeo,MiTo,1.4 T Distinctive,2009,155000.0,Düz,Benzin,Hatchback/3,Kırmızı,Önden Çekiş,575000.0,1368.0,155.0,1,7
39680302,Alfa Romeo,MiTo,1.4 T Distinctive,2010,87422.0,Düz,Benzin,Hatchback/3,Kırmızı,Önden Çekiş,819900.0,1368.0,155.0,0,1
39877372,Alfa Romeo,MiTo,1.4 T MultiAir,2012,110000.0,Otomatik,Benzin,Hatchback/3,Kırmızı,Önden Çekiş,850750.0,1300.5,138.0,0,2
40222391,Alfa Romeo,MiTo,1.4 T MultiAir,2011,138200.0,Otomatik,Benzin,Hatchback/3,Beyaz,Önden Çekiş,659900.0,1368.0,135.0,1,8
38102519,Alfa Romeo,MiTo,1.4 T MultiAir Quadrifoglio Verde,2010,205000.0,Düz,Benzin,Hatchback/3,Kırmızı,Önden Çekiş,705000.0,1368.0,170.0,0,1
28434903,Alfa Romeo,Giulietta,1.4 TB Distinctive,2011,205000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,696000.0,1368.0,120.0,0,4
39708617,Alfa Romeo,Giulietta,1.4 TB Distinctive,2011,110000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,845000.0,1368.0,120.0,0,1
40413676,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,168000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,990000.0,1368.0,170.0,1,2
40025840,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,97000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,900000.0,1368.0,170.0,1,5
40330572,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2015,159000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,1100000.0,1368.0,170.0,0,7
40285840,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,238000.0,Düz,Benzin,Hatchback/5,Bordo,Önden Çekiş,560000.0,1368.0,170.0,0,0
39890832,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,196000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,819000.0,1368.0,170.0,1,1
39890825,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,97000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1125000.0,1368.0,170.0,0,1
40222396,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,204000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,770000.0,1368.0,170.0,0,0
36584052,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,150000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,850000.0,1368.0,170.0,0,10
40214553,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,254000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,1150000.0,1368.0,170.0,1,0
40163484,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,217000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,960000.0,1368.0,170.0,0,0
38048904,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,42000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1225000.0,1368.0,170.0,1,2
38386682,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,239000.0,Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,760000.0,1368.0,170.0,0,10
40088877,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,193000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,850000.0,1368.0,170.0,1,5
39846184,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,100000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,819900.0,1368.0,170.0,5,4
40109076,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,186000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,775900.0,1368.0,170.0,0,12
39280845,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,177000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,975000.0,1368.0,170.0,0,5
40048133,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,185000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,900000.0,1368.0,170.0,0,3
38775262,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,270000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,725000.0,1368.0,170.0,3,4
40030133,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,225000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,685000.0,1368.0,170.0,0,7
39154133,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,155000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,820000.0,1368.0,170.0,1,9
34126499,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,197800.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,989900.0,1368.0,170.0,0,3
37665330,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,208000.0,Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,820000.0,1368.0,170.0,0,4
38609140,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,130000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,870000.0,1368.0,170.0,1,5
38609141,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,120000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,809750.0,1368.0,170.0,2,6
37622442,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,138000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,983900.0,1368.0,170.0,0,5
33253487,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,170000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,875000.0,1368.0,170.0,1,4
36691924,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,200000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,615000.0,1368.0,170.0,1,3
39539439,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,235500.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,770000.0,1368.0,170.0,1,1
39661287,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,205000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,665000.0,1368.0,170.0,0,2
39385597,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,199800.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,940000.0,1368.0,170.0,0,3
39314689,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,150000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,870000.0,1368.0,170.0,0,2
39303301,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,185650.0,Düz,Benzin,Hatchback/5,Bordo,Önden Çekiş,785000.0,1368.0,170.0,0,6
37140522,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,153800.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,980000.0,1368.0,170.0,0,4
38979183,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,224000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,780000.0,1368.0,170.0,0,12
38938978,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,154000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,995000.0,1368.0,170.0,0,2
38749357,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,155000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,960000.0,1368.0,170.0,0,0
25175058,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,190000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,949000.0,1368.0,170.0,0,4
37657461,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,135000.0,Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,950000.0,1368.0,170.0,0,3
37260403,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,182000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,850000.0,1368.0,170.0,0,6
36139278,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,114000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1200000.0,1368.0,170.0,1,1
36391679,Alfa Romeo,Giulietta,1.4 TB MultiAir Super TCT,2016,148000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1165000.0,1368.0,170.0,0,0
38973697,Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011,144000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,860000.0,1368.0,120.0,0,0
39218681,Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011,200000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,710000.0,1368.0,120.0,0,1
39324503,Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011,255000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,595000.0,1368.0,120.0,0,7
39894893,Alfa Romeo,146,1.4 TS,1998,250000.0,Düz,LPG & Benzin,Hatchback/5,Diğer,Önden Çekiş,250000.0,1370.0,103.0,0,12
37034931,Alfa Romeo,146,1.4 TS,1998,273008.0,Düz,LPG & Benzin,Hatchback/5,Yeşil (metalik),Önden Çekiş,350000.0,1370.0,103.0,0,12
36537179,Alfa Romeo,146,1.4 TS,1998,267000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,210000.0,1370.0,103.0,0,0
35174518,Alfa Romeo,146,1.4 TS,1998,250000.0,Düz,LPG & Benzin,Hatchback/5,Diğer,Önden Çekiş,250000.0,1370.0,103.0,0,0
36714374,Alfa Romeo,145,1.4 TS STD,1997,239690.0,Düz,LPG & Benzin,Hatchback/3,Lacivert,Önden Çekiş,210000.0,1370.0,103.0,0,3
39943853,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,2025,6500.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,2789900.0,1500.5,163.0,0,0
39881737,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,2022,78500.0,Otomatik,Benzin,SUV,Mavi,Önden Çekiş,1949950.0,1500.5,163.0,0,0
39881733,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,2022,59000.0,Otomatik,Hibrit,SUV,Füme,Önden Çekiş,1955000.0,1500.5,163.0,0,0
40148722,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,2024,50000.0,Otomatik,Hibrit,SUV,Füme,Önden Çekiş,2420000.0,1500.5,163.0,0,0
40123006,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,2025,9608.0,Otomatik,Hibrit,SUV,Kırmızı,Önden Çekiş,2759000.0,1500.5,163.0,0,0
40101944,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,2022,62600.0,Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,2035000.0,1500.5,163.0,0,0
39881734,Alfa Romeo,Tonale,1.5 Hybrid Tributo,2024,16154.0,Otomatik,Hibrit,SUV,Beyaz,Önden Çekiş,2710000.0,1500.5,163.0,0,0
39545374,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,58000.0,Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,2140000.0,1500.5,163.0,0,0
39379477,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,38200.0,Otomatik,Hibrit,SUV,Füme,Önden Çekiş,2178950.0,1500.5,163.0,0,0
40123009,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,29000.0,Otomatik,Hibrit,SUV,Gri,Önden Çekiş,2150000.0,1500.5,163.0,1,0
37290055,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,66000.0,Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,2175000.0,1500.5,163.0,0,1
40101943,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,59700.0,Otomatik,Hibrit,SUV,Füme,Önden Çekiş,2178950.0,1500.5,163.0,0,0
39258204,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,115000.0,Otomatik,Hibrit,SUV,Siyah,Önden Çekiş,1845000.0,1500.5,163.0,0,0
39229708,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,63200.0,Otomatik,Hibrit,SUV,Siyah,Önden Çekiş,2150000.0,1500.5,163.0,0,0
38073071,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,46000.0,Otomatik,Benzin,SUV,Mavi,Önden Çekiş,2225000.0,1500.5,163.0,0,0
38471895,Alfa Romeo,Tonale,1.5 Hybrid Veloce,2023,58500.0,Otomatik,Benzin,SUV,Mavi,Önden Çekiş,2245000.0,1500.5,163.0,0,0
40260837,Alfa Romeo,Tonale,1.5 VGT Edizione Speciale,2022,45000.0,Yarı Otomatik,Hibrit,SUV,Kırmızı,Önden Çekiş,2250000.0,1469.0,160.0,0,0
37746448,Alfa Romeo,Tonale,1.5 VGT Edizione Speciale,2022,57000.0,Yarı Otomatik,Hibrit,SUV,Mavi,Önden Çekiş,2060000.0,1469.0,160.0,0,0
39634765,Alfa Romeo,Tonale,1.5 VGT Edizione Speciale,2024,20000.0,Yarı Otomatik,Hibrit,SUV,Füme,Önden Çekiş,2680000.0,1500.5,163.0,0,0
35620614,Alfa Romeo,Tonale,1.5 VGT TI,2022,35500.0,Yarı Otomatik,Hibrit,SUV,Kırmızı,Önden Çekiş,1590000.0,1469.0,160.0,0,2
40342622,Alfa Romeo,Tonale,1.5 VGT Veloce,2023,29500.0,Yarı Otomatik,Hibrit,SUV,Mavi (metalik),Önden Çekiş,2225000.0,1469.0,160.0,0,0
40297325,Alfa Romeo,Tonale,1.5 VGT Veloce,2023,34050.0,Yarı Otomatik,Hibrit,SUV,Gri,Önden Çekiş,2350000.0,1469.0,160.0,0,0
40222519,Alfa Romeo,Tonale,1.5 VGT Veloce,2023,63000.0,Otomatik,Hibrit,SUV,Gri,AWD (Elektronik),2300000.0,1300.5,288.0,0,0
40203667,Alfa Romeo,Tonale,1.5 VGT Veloce,2023,29300.0,Yarı Otomatik,Hibrit,SUV,Mavi (metalik),Önden Çekiş,2250000.0,1469.0,160.0,0,0
39750557,Alfa Romeo,Tonale,1.5 VGT Veloce,2023,30000.0,Yarı Otomatik,Hibrit,SUV,Mavi (metalik),Önden Çekiş,2180000.0,1469.0,160.0,0,1
31468471,Alfa Romeo,Tonale,1.5 VGT Veloce,2022,68500.0,Yarı Otomatik,Hibrit,SUV,Siyah,Önden Çekiş,2150000.0,1469.0,160.0,0,0
39481033,Alfa Romeo,Tonale,1.6 D Speciale,2024,37000.0,Yarı Otomatik,Dizel,SUV,Siyah,Önden Çekiş,2447000.0,1598.0,130.0,0,0
37264987,Alfa Romeo,Tonale,1.6 D Speciale,2024,27000.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,2300000.0,1598.0,130.0,0,1
39950482,Alfa Romeo,Tonale,1.6 D Sprint,2022,109000.0,Otomatik,Dizel,SUV,Siyah,Önden Çekiş,1638750.0,1500.5,138.0,0,0
40025433,Alfa Romeo,Tonale,1.6 D Sprint,2022,133000.0,Yarı Otomatik,Dizel,SUV,Mavi (metalik),Önden Çekiş,1725000.0,1598.0,130.0,0,0
32639898,Alfa Romeo,Tonale,1.6 D Sprint,2022,54000.0,Yarı Otomatik,Dizel,SUV,Siyah,Önden Çekiş,1849000.0,1598.0,130.0,0,0
36488029,Alfa Romeo,Tonale,1.6 D Sprint,2022,91000.0,Yarı Otomatik,Dizel,SUV,Mavi,Önden Çekiş,1825000.0,1598.0,130.0,0,0
39662756,Alfa Romeo,Tonale,1.6 D TI,2023,23000.0,Yarı Otomatik,Dizel,SUV,Mavi,Önden Çekiş,2125000.0,1598.0,130.0,0,0
40417241,Alfa Romeo,Tonale,1.6 D TI,2023,17000.0,Yarı Otomatik,Dizel,SUV,Füme,Önden Çekiş,2100000.0,1598.0,130.0,0,0
39630277,Alfa Romeo,Tonale,1.6 D TI,2023,48000.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,1975000.0,1598.0,130.0,0,0
40388553,Alfa Romeo,Tonale,1.6 D TI,2023,48544.0,Otomatik,Dizel,SUV,Füme,Önden Çekiş,1970000.0,1500.5,138.0,0,0
40361854,Alfa Romeo,Tonale,1.6 D TI,2023,56000.0,Otomatik,Dizel,SUV,Siyah,Önden Çekiş,1890000.0,1500.5,138.0,0,1
39596800,Alfa Romeo,Tonale,1.6 D TI,2023,27000.0,Yarı Otomatik,Dizel,SUV,Mavi,Önden Çekiş,1835000.0,1598.0,130.0,0,0
39572222,Alfa Romeo,Tonale,1.6 D TI,2024,13111.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,2050000.0,1598.0,130.0,0,0
37289993,Alfa Romeo,Tonale,1.6 D TI,2023,30000.0,Yarı Otomatik,Dizel,SUV,Siyah,Önden Çekiş,2255000.0,1598.0,130.0,0,0
39545377,Alfa Romeo,Tonale,1.6 D TI,2024,12331.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,2050000.0,1598.0,130.0,0,0
40315951,Alfa Romeo,Tonale,1.6 D TI,2023,49000.0,Otomatik,Dizel,SUV,Siyah,Önden Çekiş,1814900.0,1500.5,138.0,1,6
39481028,Alfa Romeo,Tonale,1.6 D TI,2023,95000.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,1860000.0,1598.0,130.0,0,0
39855716,Alfa Romeo,Tonale,1.6 D TI,2023,61500.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,1965000.0,1598.0,130.0,0,1
39444600,Alfa Romeo,Tonale,1.6 D TI,2024,12670.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,2050000.0,1598.0,130.0,0,0
39393329,Alfa Romeo,Tonale,1.6 D TI,2023,82000.0,Yarı Otomatik,Dizel,SUV,Füme,Önden Çekiş,1875000.0,1598.0,130.0,0,0
39379474,Alfa Romeo,Tonale,1.6 D TI,2023,82000.0,Yarı Otomatik,Dizel,SUV,Gri,Önden Çekiş,1875000.0,1598.0,130.0,0,0
40191257,Alfa Romeo,Tonale,1.6 D TI,2023,52000.0,Otomatik,Dizel,SUV,Füme,Önden Çekiş,1859000.0,1500.5,138.0,0,0
39445291,Alfa Romeo,Tonale,1.6 D TI,2023,67000.0,Yarı Otomatik,Dizel,SUV,Siyah,Önden Çekiş,1985000.0,1598.0,130.0,0,0
37680356,Alfa Romeo,Tonale,1.6 D TI,2023,44000.0,Yarı Otomatik,Dizel,SUV,Füme,Önden Çekiş,1725000.0,1598.0,130.0,0,5
40088529,Alfa Romeo,Tonale,1.6 D TI,2024,18500.0,Yarı Otomatik,Dizel,SUV,Füme,Önden Çekiş,2030000.0,1598.0,130.0,0,0
40049102,Alfa Romeo,Tonale,1.6 D TI,2022,95000.0,Yarı Otomatik,Dizel,SUV,Siyah,Önden Çekiş,1795000.0,1598.0,130.0,0,0
40037245,Alfa Romeo,Tonale,1.6 D TI,2023,56000.0,Yarı Otomatik,Dizel,SUV,Mavi (metalik),Önden Çekiş,1880000.0,1598.0,130.0,0,0
38280098,Alfa Romeo,Tonale,1.6 D TI,2023,29738.0,Yarı Otomatik,Dizel,SUV,Gri,Önden Çekiş,2135000.0,1598.0,130.0,0,0
38650006,Alfa Romeo,Tonale,1.6 D TI,2023,82000.0,Yarı Otomatik,Dizel,SUV,Füme,Önden Çekiş,1995000.0,1598.0,130.0,0,1
39013432,Alfa Romeo,Tonale,1.6 D TI,2024,15000.0,Yarı Otomatik,Dizel,SUV,Siyah,Önden Çekiş,2175000.0,1598.0,130.0,0,0
39810653,Alfa Romeo,Tonale,1.6 D TI,2023,62500.0,Yarı Otomatik,Dizel,SUV,Mavi,Önden Çekiş,1920000.0,1598.0,130.0,0,0
39736551,Alfa Romeo,Tonale,1.6 D TI,2023,60158.0,Yarı Otomatik,Dizel,SUV,Beyaz,Önden Çekiş,1998500.0,1598.0,130.0,0,0
39652318,Alfa Romeo,Tonale,1.6 D TI,2023,45000.0,Yarı Otomatik,Dizel,SUV,Mavi,Önden Çekiş,2020000.0,1598.0,130.0,0,1
39595861,Alfa Romeo,Tonale,1.6 D TI,2023,40500.0,Yarı Otomatik,Dizel,SUV,Gri,Önden Çekiş,1900000.0,1598.0,130.0,1,1
31523499,Alfa Romeo,Tonale,1.6 D TI,2023,58000.0,Yarı Otomatik,Dizel,SUV,Siyah,Önden Çekiş,1875000.0,1598.0,130.0,0,0
37552568,Alfa Romeo,Tonale,1.6 D TI,2023,22000.0,Yarı Otomatik,Dizel,SUV,Mavi,Önden Çekiş,2160000.0,1598.0,130.0,0,0
34998566,Alfa Romeo,Tonale,1.6 D TI,2023,44120.0,Yarı Otomatik,Dizel,SUV,Füme,Önden Çekiş,2030000.0,1598.0,130.0,0,0
34895826,Alfa Romeo,Tonale,1.6 D TI,2022,37250.0,Yarı Otomatik,Dizel,SUV,Kırmızı,Önden Çekiş,1999000.0,1598.0,130.0,0,0
39319591,Alfa Romeo,Giulietta,1.6 JTD,2020,114000.0,Otomatik,Dizel,Hatchback/5,Mavi,Önden Çekiş,1159000.0,1500.5,113.0,1,1
40421616,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,101000.0,Düz,Dizel,Hatchback/5,Füme,Önden Çekiş,880000.0,1598.0,105.0,0,0
40404685,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,238000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,738000.0,1598.0,105.0,0,6
40025852,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,160000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,820000.0,1598.0,105.0,1,1
40025822,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,255000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,749000.0,1598.0,105.0,0,0
40025821,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,234000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,775000.0,1598.0,105.0,0,3
39649239,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,175000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,780000.0,1598.0,105.0,2,7
37523059,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,241000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,750000.0,1598.0,105.0,1,1
40390927,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,165000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,730000.0,1598.0,105.0,0,1
