Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Çekiş,Fiyat,Motor_Hacmi_CC,Motor_Gucu_HP,Degisen_Parca,Boyali_Parca
Alfa Romeo,MiTo,1.3 JTD City,2012,151000.0,Düz,Dizel,Hatchback/3,Bej,Önden Çekiş,525000.0,1248.0,95.0,0,4
Alfa Romeo,MiTo,1.3 JTD City,2014,146000.0,Düz,Dizel,Hatchback/3,Kahverengi,Önden Çekiş,675000.0,1248.0,95.0,1,11
Alfa Romeo,MiTo,1.3 JTD City,2013,97000.0,Düz,Dizel,Hatchback/3,Beyaz,Önden Çekiş,695000.0,1248.0,95.0,0,2
Alfa Romeo,145,1.4,1998,298000.0,Düz,Benzin,Hatchback/3,Yeşil (metalik),Önden Çekiş,210000.0,1351.0,90.0,0,0
Alfa Romeo,145,1.4,1995,440000.0,Düz,LPG & Benzin,Hatchback/3,Kırmızı,Önden Çekiş,249999.0,1351.0,90.0,0,0
Alfa Romeo,MiTo,1.4 T Progression,2009,270000.0,Düz,Benzin,Hatchback/3,Beyaz,Önden Çekiş,550000.0,1368.0,155.0,0,0
Alfa Romeo,MiTo,1.4 T Progression,2009,279000.0,Düz,Benzin,Hatchback/3,Beyaz,Önden Çekiş,457000.0,1368.0,155.0,0,12
Alfa Romeo,Giulietta,1.4 TB Distinctive,2011,291000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,555555.0,1368.0,120.0,0,0
Alfa Romeo,Giulietta,1.4 TB Distinctive,2011,341000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,550000.0,1368.0,120.0,2,10
Alfa Romeo,Giulietta,1.4 TB Distinctive,2011,215000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,575000.0,1368.0,120.0,0,0
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,225000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,650000.0,1368.0,170.0,4,2
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,97000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,875000.0,1368.0,170.0,1,5
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,197700.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,899900.0,1368.0,170.0,0,4
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,155000.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,910000.0,1368.0,170.0,1,4
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2015,154500.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,1095000.0,1368.0,170.0,0,7
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,197913.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,785000.0,1368.0,170.0,0,7
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,178000.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,778000.0,1368.0,170.0,3,6
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,154000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,899750.0,1368.0,170.0,0,4
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,236000.0,Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,749000.0,1368.0,170.0,0,9
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2015,126000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1079000.0,1368.0,170.0,2,0
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,232000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,650000.0,1368.0,170.0,0,6
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,142000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,855000.0,1368.0,170.0,0,0
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,213000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,745000.0,1368.0,170.0,0,0
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,192000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,908000.0,1368.0,170.0,0,4
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,185000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,930000.0,1368.0,170.0,0,0
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2015,153600.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,790000.0,1368.0,170.0,0,5
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,162000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,860000.0,1368.0,170.0,2,1
Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,174000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,810000.0,1368.0,170.0,2,10
Alfa Romeo,Giulietta,1.4 TB MultiAir Super TCT,2016,117000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1165000.0,1368.0,170.0,0,0
Alfa Romeo,Giulietta,1.4 TB MultiAir Super TCT,2018,45402.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,1570000.0,1300.5,163.0,0,0
Alfa Romeo,Giulietta,1.4 TB Progression Plus,2012,200000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,619000.0,1368.0,120.0,2,3
Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011,130000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,779000.0,1368.0,120.0,2,3
Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011,240000.0,Düz,Benzin,Hatchback/5,Siyah,Önden Çekiş,549000.0,1368.0,120.0,0,8
Alfa Romeo,Giulietta,1.4 TB Progression Plus,2015,90800.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,920000.0,1368.0,120.0,1,3
Alfa Romeo,146,1.4 TS,1998,245000.0,Düz,LPG & Benzin,Hatchback/5,Diğer,Önden Çekiş,250000.0,1370.0,103.0,0,0
Alfa Romeo,146,1.4 TS,1997,315000.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,Önden Çekiş,190000.0,1370.0,103.0,0,0
Alfa Romeo,146,1.4 TS,1997,288088.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,Önden Çekiş,195000.0,1370.0,103.0,0,0
Alfa Romeo,146,1.4 TS Ritmo,2000,299000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,220000.0,1370.0,103.0,0,0
Alfa Romeo,146,1.4 TS Ritmo,2000,261000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,330000.0,1370.0,103.0,0,12
Alfa Romeo,145,1.4 TS STD,1999,300000.0,Düz,LPG & Benzin,Hatchback/3,Lacivert,Önden Çekiş,180000.0,1370.0,103.0,0,1
Alfa Romeo,145,1.4 TS STD,1998,380000.0,Düz,LPG & Benzin,Hatchback/3,Gri,,165000.0,1598.0,120.0,3,1
Alfa Romeo,145,1.4 TS STD,1997,326000.0,Düz,LPG & Benzin,Hatchback/3,Yeşil,Önden Çekiş,180000.0,1370.0,103.0,0,12
Alfa Romeo,145,1.6,1997,328000.0,Düz,LPG & Benzin,Hatchback/3,Bordo,Önden Çekiş,160000.0,1596.0,103.0,0,0
Alfa Romeo,145,1.6,1997,327000.0,Düz,LPG & Benzin,Hatchback/3,Bordo,Önden Çekiş,160000.0,1596.0,103.0,0,0
Alfa Romeo,145,1.6,1996,240000.0,Düz,LPG & Benzin,Hatchback/3,Kırmızı,Önden Çekiş,159000.0,1596.0,103.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,300000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,588000.0,1598.0,105.0,2,2
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,213000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,699000.0,1598.0,105.0,2,3
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,282000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,656900.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,206000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,765000.0,1598.0,105.0,2,2
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,318000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,509000.0,1598.0,105.0,1,5
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,155000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,850000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,191500.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,655000.0,1598.0,105.0,0,4
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,218000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,775000.0,1598.0,105.0,1,2
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,189000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,645000.0,1598.0,105.0,3,5
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,195000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,775000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,89000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,830000.0,1598.0,105.0,1,3
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,179000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,615000.0,1598.0,105.0,2,6
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,189000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,745000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,257000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,529500.0,1598.0,105.0,2,5
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,86000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,799000.0,1598.0,105.0,0,6
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,240000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,605000.0,1598.0,105.0,2,4
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,168000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,795000.0,1598.0,105.0,0,6
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,203000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,718000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,83200.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,925000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,310000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,550000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,205000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,660000.0,1598.0,105.0,2,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,85000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,815000.0,1598.0,105.0,3,6
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,248000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,650000.0,1598.0,105.0,1,10
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,194750.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,810000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,90774.0,Düz,Dizel,Hatchback/5,Gri,Önden Çekiş,975000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,237000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,730000.0,1598.0,105.0,0,4
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,233530.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,619500.0,1598.0,105.0,0,4
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,170000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,820000.0,1598.0,105.0,0,2
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,91250.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,980000.0,1598.0,105.0,0,1
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,300000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,700000.0,1598.0,105.0,0,5
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,167000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,865000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,171000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,800000.0,1598.0,105.0,0,4
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,230000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,535000.0,1598.0,105.0,1,4
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,231000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,610000.0,1598.0,105.0,3,5
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,220000.0,Düz,Dizel,Hatchback/5,Yeşil (metalik),Önden Çekiş,760000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,92000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,920000.0,1598.0,105.0,0,1
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,299000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,635000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,234000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,715000.0,1598.0,105.0,0,3
Alfa Romeo,Giulietta,1.6 JTD Progression,2018,141000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1145000.0,1598.0,120.0,0,4
Alfa Romeo,Giulietta,1.6 JTD Progression,2016,169000.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,970000.0,1598.0,120.0,0,2
Alfa Romeo,Giulietta,1.6 JTD Progression,2017,171217.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,950000.0,1598.0,120.0,0,7
Alfa Romeo,Giulietta,1.6 JTD Progression,2018,99500.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1130000.0,1598.0,120.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Progression,2020,71000.0,Otomatik,Dizel,Hatchback/5,Bordo,Önden Çekiş,1250000.0,1598.0,120.0,1,0
Alfa Romeo,Giulietta,1.6 JTD Progression,2017,146000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,795000.0,1598.0,120.0,0,4
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2014,277000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,560000.0,1598.0,105.0,1,3
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,245000.0,Düz,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,715000.0,1598.0,105.0,0,4
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,183000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),Önden Çekiş,715000.0,1598.0,105.0,0,9
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,252000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,690000.0,1500.5,138.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,164000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,700000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,218000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,755000.0,1598.0,105.0,0,5
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,200000.0,Düz,Dizel,Hatchback/5,Siyah,Önden Çekiş,620000.0,1598.0,105.0,1,5
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2014,170000.0,Düz,Dizel,Hatchback/5,Beyaz,,750000.0,1500.5,110.0,0,3
Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2011,169000.0,Düz,Dizel,Hatchback/5,Beyaz,Önden Çekiş,725000.0,1598.0,105.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Sprint,2020,69700.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1399900.0,1500.5,113.0,0,2
Alfa Romeo,Giulietta,1.6 JTD Sprint,2020,72100.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1270000.0,1500.5,113.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Super,2020,75000.0,Yarı Otomatik,Dizel,Hatchback/5,Bordo,,1250000.0,1500.5,110.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,114500.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1275000.0,1598.0,120.0,0,1
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,231000.0,Otomatik,Dizel,Hatchback/5,Füme,Önden Çekiş,1050000.0,1598.0,120.0,0,8
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,55000.0,Otomatik,Dizel,Hatchback/5,Gri,Önden Çekiş,1229750.0,1598.0,120.0,0,0
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,154000.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1070000.0,1598.0,120.0,0,6
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,237483.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1140000.0,1598.0,120.0,1,3
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,88000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1165000.0,1598.0,120.0,0,6
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,105000.0,Otomatik,Dizel,Hatchback/5,Gri (metalik),Önden Çekiş,1215000.0,1598.0,120.0,0,1
Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,170000.0,Otomatik,Dizel,Hatchback/5,Kırmızı,Önden Çekiş,1145000.0,1598.0,120.0,0,2
Alfa Romeo,Giulietta,1.6 JTDM-2 Progression,2018,120000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1150000.0,1598.0,120.0,2,0
Alfa Romeo,Giulietta,1.6 JTDM-2 Sprint,2020,78656.0,Otomatik,Dizel,Hatchback/5,Mavi,Önden Çekiş,1294900.0,1598.0,120.0,0,0
Alfa Romeo,Giulietta,1.6 JTDM-2 Super,2016,134000.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,1100000.0,1598.0,120.0,1,2
Alfa Romeo,146,1.6 L,1996,329000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,179000.0,1500.5,113.0,0,0
Alfa Romeo,146,1.6 L,1996,264000.0,Düz,LPG & Benzin,Hatchback/5,Yeşil (metalik),Önden Çekiş,160000.0,1596.0,103.0,0,0
Alfa Romeo,146,1.6 L,1996,268000.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),Önden Çekiş,170000.0,1596.0,103.0,0,12
Alfa Romeo,156,1.6 TS,1999,296000.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,300000.0,1598.0,120.0,0,12
Alfa Romeo,156,1.6 TS,1998,170000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,270000.0,1598.0,120.0,0,0
Alfa Romeo,156,1.6 TS,2001,365000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),Önden Çekiş,220000.0,1598.0,120.0,0,12
Alfa Romeo,156,1.6 TS,1999,345000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,315000.0,1598.0,120.0,0,9
Alfa Romeo,156,1.6 TS,2001,290000.0,Düz,Benzin,Sedan,Gri,Önden Çekiş,259000.0,1598.0,120.0,0,12
Alfa Romeo,156,1.6 TS,2001,260000.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),Önden Çekiş,300000.0,1598.0,120.0,0,12
Alfa Romeo,146,1.6 TS,1998,268000.0,Düz,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,205000.0,1598.0,120.0,1,8
Alfa Romeo,156,1.6 TS,2001,497700.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,290000.0,1598.0,120.0,0,0
Alfa Romeo,146,1.6 TS,1997,30000.0,Düz,LPG & Benzin,Hatchback/5,Gri,,275000.0,1598.0,120.0,0,3
Alfa Romeo,156,1.6 TS,1998,299000.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,350000.0,1598.0,120.0,0,0
Alfa Romeo,156,1.6 TS,2001,245000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,310000.0,1598.0,120.0,0,0
Alfa Romeo,156,1.6 TS,2000,199200.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,289000.0,1598.0,120.0,0,9
Alfa Romeo,147,1.6 TS Black Line,2009,147000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,489000.0,1500.5,113.0,0,12
Alfa Romeo,147,1.6 TS Black Line,2008,160000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,430000.0,1598.0,120.0,0,4
Alfa Romeo,147,1.6 TS Distinctive,2006,214000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,390000.0,1598.0,120.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2005,207000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,410000.0,1500.5,113.0,0,0
Alfa Romeo,156,1.6 TS Distinctive,2005,212000.0,Düz,Benzin,Sedan,Siyah,Önden Çekiş,397500.0,1598.0,120.0,0,12
Alfa Romeo,156,1.6 TS Distinctive,2004,256000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,425000.0,1598.0,120.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2004,187000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,335000.0,1598.0,120.0,0,12
Alfa Romeo,147,1.6 TS Distinctive,2004,376000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,245000.0,1500.5,113.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2005,290000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,315000.0,1500.5,113.0,0,0
Alfa Romeo,156,1.6 TS Distinctive,2006,338000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,389000.0,1598.0,120.0,1,12
Alfa Romeo,147,1.6 TS Distinctive,2005,188700.0,Düz,Benzin,Hatchback/5,Füme,,385000.0,1500.5,110.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2004,201000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,369000.0,1598.0,120.0,0,2
Alfa Romeo,147,1.6 TS Distinctive,2004,250000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,245000.0,1500.5,113.0,0,11
Alfa Romeo,147,1.6 TS Distinctive,2004,260000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,375000.0,1598.0,120.0,2,10
Alfa Romeo,147,1.6 TS Distinctive,2004,307841.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,325000.0,1598.0,120.0,0,5
Alfa Romeo,147,1.6 TS Distinctive,2004,330000.0,Düz,Benzin,Hatchback/3,Mavi,Önden Çekiş,230000.0,1598.0,105.0,0,1
Alfa Romeo,147,1.6 TS Distinctive,2006,270000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,347147.0,1500.5,113.0,2,8
Alfa Romeo,147,1.6 TS Distinctive,2008,232000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,380000.0,1500.5,113.0,4,8
Alfa Romeo,147,1.6 TS Distinctive,2004,312000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,350000.0,1598.0,120.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2004,307899.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,450000.0,1598.0,120.0,0,12
Alfa Romeo,147,1.6 TS Distinctive,2004,298000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),Önden Çekiş,295000.0,1598.0,120.0,0,0
Alfa Romeo,156,1.6 TS Distinctive,2006,232000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,430000.0,1598.0,120.0,0,2
Alfa Romeo,147,1.6 TS Distinctive,2004,258000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,Önden Çekiş,385000.0,1598.0,105.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2004,175000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,360000.0,1598.0,120.0,0,0
Alfa Romeo,156,1.6 TS Distinctive,2001,371000.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,310000.0,1598.0,120.0,0,12
Alfa Romeo,156,1.6 TS Distinctive,2006,240000.0,Düz,Benzin,Sedan,Gri,Önden Çekiş,450000.0,1598.0,120.0,1,12
Alfa Romeo,156,1.6 TS Distinctive,2005,306000.0,Düz,LPG & Benzin,Sedan,Bordo,Önden Çekiş,400000.0,1598.0,120.0,0,2
Alfa Romeo,147,1.6 TS Distinctive,2005,299000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,Önden Çekiş,215000.0,1598.0,120.0,0,4
Alfa Romeo,156,1.6 TS Distinctive,2006,260000.0,Düz,LPG & Benzin,Sedan,Şampanya,Önden Çekiş,445000.0,1598.0,120.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2008,270000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,380000.0,1598.0,105.0,0,2
Alfa Romeo,147,1.6 TS Distinctive,2006,247000.0,Düz,LPG & Benzin,Hatchback/3,Gri,Önden Çekiş,219000.0,1500.5,113.0,0,0
Alfa Romeo,147,1.6 TS Distinctive,2004,197000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,275000.0,1598.0,105.0,2,11
Alfa Romeo,156,1.6 TS Distinctive,2006,276100.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,405000.0,1598.0,120.0,0,1
Alfa Romeo,147,1.6 TS Distinctive,2006,162000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,420000.0,1598.0,120.0,1,9
Alfa Romeo,156,1.6 TS Distinctive,2004,208000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,525000.0,1598.0,120.0,0,5
Alfa Romeo,147,1.6 TS Distinctive,2005,245000.0,Düz,Benzin,Hatchback/3,Siyah,Önden Çekiş,330000.0,1598.0,120.0,0,12
