Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Çekiş,Fiyat,Motor_Hacmi_CC,Motor_Gucu_HP,Degisen_Parca,Boyali_Parca
Dacia,Jogger,1.0 Eco-G Extreme,2023,103000.0,Düz,LPG & Benzin,MPV,Yeşil,Önden Çekiş,1030000.0,999.0,100.0,0,4
Dacia,Logan,1.0 SCE Ambiance,2018,157000.0,Düz,Benzin,Station wagon,Sarı,Önden Çekiş,530000.0,998.0,75.0,0,0
Dacia,Logan,1.0 SCE Ambiance,2017,91000.0,Düz,Benzin,Station wagon,Beyaz,Önden Çekiş,550000.0,998.0,75.0,1,4
Dacia,Sandero,1.0 Sce Comfort,2021,83000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,650000.0,999.0,65.0,0,4
Dacia,Sandero,1.0 Sce Comfort,2022,50000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,740000.0,999.0,65.0,0,0
Dacia,Sandero,1.0 Stepway,2022,21400.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,,1030000.0,1500.5,110.0,0,0
Dacia,Sandero,1.0 Stepway,2021,85000.0,Düz,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,810000.0,999.0,100.0,0,1
Dacia,Sandero,1.0 Stepway,2024,11000.0,Otomatik,Benzin,Hatchback/5,Yeşil (metalik),Önden Çekiş,1155000.0,1200.0,88.0,0,0
Dacia,Jogger,1.0 TCe Essential,2022,87000.0,Düz,Benzin,MPV,Turuncu,Önden Çekiş,945000.0,999.0,110.0,0,2
Dacia,Jogger,1.0 TCe Essential,2023,66000.0,Düz,Benzin,MPV,Yeşil,Önden Çekiş,1050000.0,999.0,110.0,0,3
Dacia,Jogger,1.0 TCe Essential,2023,116000.0,Düz,Benzin,MPV,Füme,Önden Çekiş,925000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Essential,2023,51000.0,Düz,Benzin,MPV,Kahverengi,Önden Çekiş,985000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Essential,2022,64182.0,Düz,Benzin,MPV,Beyaz,Önden Çekiş,1029750.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Essential,2023,39000.0,Düz,Benzin,MPV,Beyaz,Önden Çekiş,1069000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2022,55000.0,Düz,Benzin,MPV,Yeşil,Önden Çekiş,905000.0,999.0,110.0,1,3
Dacia,Jogger,1.0 TCe Expression,2022,25000.0,Düz,Benzin,MPV,Turuncu,Önden Çekiş,1028750.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2022,36000.0,Düz,Benzin,MPV,Yeşil,Önden Çekiş,1135000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2022,77000.0,Düz,Benzin,MPV,Yeşil,Önden Çekiş,1009000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2023,75000.0,Düz,Benzin,MPV,Kahverengi,Önden Çekiş,1010000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2022,44850.0,Düz,Benzin,MPV,Turuncu,Önden Çekiş,1059000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2023,56000.0,Düz,Benzin,MPV,Füme,Önden Çekiş,1049000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2022,30000.0,Düz,Benzin,Station wagon,Kahverengi,Önden Çekiş,1044000.0,1200.0,113.0,0,0
Dacia,Jogger,1.0 TCe Expression,2023,63000.0,Düz,Benzin,MPV,Yeşil,Önden Çekiş,998000.0,999.0,110.0,0,2
Dacia,Jogger,1.0 TCe Expression,2022,121000.0,Düz,Benzin,MPV,Kahverengi,Önden Çekiş,915000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Expression,2022,58000.0,Düz,Benzin,MPV,Yeşil,Önden Çekiş,928750.0,999.0,110.0,0,2
Dacia,Jogger,1.0 TCe Expression,2023,62000.0,Düz,Benzin,MPV,Gri,Önden Çekiş,820000.0,999.0,110.0,2,6
Dacia,Jogger,1.0 TCe Extreme,2024,26000.0,Düz,Benzin,MPV,Gri,Önden Çekiş,1235000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Extreme,2023,36086.0,Düz,Benzin,MPV,Gri,Önden Çekiş,1075000.0,999.0,110.0,0,1
Dacia,Jogger,1.0 TCe Extreme,2023,52000.0,Düz,Benzin,MPV,Gri,Önden Çekiş,1059000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Extreme,2024,9557.0,Düz,Benzin,MPV,Gri,Önden Çekiş,1347000.0,999.0,110.0,0,0
Dacia,Jogger,1.0 TCe Extreme,2023,54000.0,Düz,Benzin,MPV,Gri,Önden Çekiş,1125000.0,999.0,110.0,0,1
Dacia,Jogger,1.0 TCe Extreme,2024,22000.0,Düz,Benzin,Station wagon,Turuncu,Önden Çekiş,1185000.0,1200.0,113.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2022,68000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,999900.0,999.0,90.0,0,2
Dacia,Sandero,1.0 Tce Comfort,2022,79486.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,885000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,68000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,979750.0,999.0,90.0,1,0
Dacia,Sandero,1.0 Tce Comfort,2022,78543.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,865000.0,999.0,90.0,0,9
Dacia,Sandero,1.0 Tce Comfort,2021,70000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,845000.0,1200.0,88.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,44132.0,Düz,Benzin,Hatchback/5,Mavi,Önden Çekiş,795000.0,1200.0,63.0,0,1
Dacia,Sandero,1.0 Tce Comfort,2022,99000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,715000.0,1300.5,63.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,146000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,725000.0,1200.0,63.0,1,5
Dacia,Sandero,1.0 Tce Comfort,2021,218609.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,815000.0,999.0,90.0,0,2
Dacia,Sandero,1.0 Tce Comfort,2021,62000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,839500.0,1200.0,88.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2022,67000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,979000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,138000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,659000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,98000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,835000.0,999.0,90.0,0,2
Dacia,Sandero,1.0 Tce Comfort,2022,41000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,760000.0,1300.5,63.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,94000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,900000.0,999.0,90.0,1,1
Dacia,Sandero,1.0 Tce Comfort,2023,22000.0,Otomatik,Benzin,Hatchback/5,Beyaz,-,1119900.0,1200.0,88.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,115000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,848750.0,999.0,90.0,0,6
Dacia,Sandero,1.0 Tce Comfort,2021,50000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,849000.0,1200.0,88.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,99000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,919500.0,999.0,90.0,0,3
Dacia,Sandero,1.0 Tce Comfort,2021,53000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,810000.0,1200.0,88.0,0,1
Dacia,Sandero,1.0 Tce Comfort,2021,69000.0,Otomatik,Benzin,Hatchback/5,Lacivert,Önden Çekiş,949000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2022,103750.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,675000.0,1300.5,63.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2021,78000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,949900.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Comfort,2022,45000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,869850.0,999.0,90.0,1,0
Dacia,Sandero,1.0 Tce Comfort,2021,114500.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,860000.0,999.0,90.0,0,5
Dacia,Sandero,1.0 Tce Essential,2023,75000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1000000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2022,55000.0,Düz,Benzin,Hatchback/5,Turuncu,Önden Çekiş,1025000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,82000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1010000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,12000.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,995000.0,999.0,90.0,0,1
Dacia,Sandero,1.0 Tce Essential,2023,79000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,959750.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,53750.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,990000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,19000.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,1020000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,71000.0,Otomatik,Benzin,Hatchback/5,Füme,Önden Çekiş,965000.0,999.0,90.0,1,3
Dacia,Sandero,1.0 Tce Essential,2023,90000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,909000.0,1200.0,88.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,64000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,912500.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,89000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,890000.0,999.0,90.0,0,4
Dacia,Sandero,1.0 Tce Essential,2023,67000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,887000.0,1200.0,88.0,1,2
Dacia,Sandero,1.0 Tce Essential,2023,80000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,974500.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,84000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,999900.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,78000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,988750.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Essential,2023,78000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,948750.0,999.0,90.0,0,4
Dacia,Sandero,1.0 Tce Essential,2023,79000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,979500.0,999.0,90.0,0,2
Dacia,Sandero,1.0 Tce Extreme,2024,17500.0,Otomatik,Benzin,Hatchback/5,Gri,,1100000.0,1500.5,110.0,0,0
Dacia,Sandero,1.0 Tce Extreme,2024,15000.0,Otomatik,Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,1325000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Extreme,2024,6100.0,Otomatik,Benzin,Hatchback/5,Yeşil (metalik),Önden Çekiş,1280000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Extreme,2025,6200.0,Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,1295000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Extreme,2025,6111.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1300000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2021,37500.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,985000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2021,48000.0,Otomatik,Benzin,Hatchback/5,Bordo,,900000.0,1500.5,110.0,1,3
Dacia,Sandero,1.0 Tce Prestige,2022,100000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1034750.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2021,80000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1049000.0,999.0,90.0,1,0
Dacia,Sandero,1.0 Tce Prestige,2022,56000.0,Otomatik,Benzin,Hatchback/5,Şampanya,Önden Çekiş,1160000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2021,100000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,980000.0,999.0,90.0,1,0
Dacia,Sandero,1.0 Tce Prestige,2021,48000.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,1115000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2022,95000.0,Otomatik,Benzin,Hatchback/5,Turuncu,Önden Çekiş,1072000.0,999.0,90.0,0,2
Dacia,Sandero,1.0 Tce Prestige,2021,78000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,1150000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2022,94000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1045000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2022,25000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,1130000.0,999.0,90.0,0,0
Dacia,Sandero,1.0 Tce Prestige,2021,30000.0,Otomatik,Benzin,Hatchback/5,Mavi,Önden Çekiş,1065000.0,999.0,90.0,0,0
Dacia,Sandero,1.0T ECO-G Comfort,2021,65000.0,Düz,LPG & Benzin,Hatchback/5,Bordo,Önden Çekiş,995000.0,999.0,90.0,0,0
Dacia,Sandero,1.0T ECO-G Comfort,2024,27000.0,Otomatik,Benzin,Hatchback/5,Gri,,1270000.0,1500.5,110.0,0,0
Dacia,Sandero,1.0T ECO-G Comfort,2021,66000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,864900.0,1200.0,88.0,0,0
Dacia,Sandero,1.0T ECO-G Comfort,2021,105000.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,939000.0,1200.0,88.0,0,0
Dacia,Logan,1.2 Ambiance,2014,213000.0,Düz,LPG & Benzin,Station wagon,Beyaz,Önden Çekiş,550000.0,1149.0,75.0,0,0
Dacia,Logan,1.2 Ambiance,2012,217000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,390000.0,1149.0,75.0,0,7
Dacia,Sandero,1.2 Ambiance,2012,135000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,499750.0,1200.0,63.0,0,1
Dacia,Logan,1.2 Ambiance,2014,249578.0,Düz,LPG & Benzin,Station wagon,Gri (Gümüş),Önden Çekiş,455000.0,1149.0,75.0,0,0
Dacia,Sandero,1.2 Ambiance,2011,131950.0,Düz,LPG & Benzin,Hatchback/5,Siyah,Önden Çekiş,547500.0,1200.0,63.0,0,0
Dacia,Sandero,1.2 Ambiance,2012,146500.0,Düz,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,450000.0,1149.0,75.0,0,3
Dacia,Sandero,1.2 Ambiance,2012,182000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,410000.0,1200.0,63.0,3,4
Dacia,Sandero,1.2 Ambiance,2012,195000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),Önden Çekiş,485000.0,1149.0,75.0,0,0
Dacia,Logan,1.2 Ambiance,2012,430000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,299000.0,1200.0,63.0,0,12
Dacia,Sandero,1.2 Ambiance,2013,222000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,535000.0,1149.0,75.0,0,0
Dacia,Sandero,1.2 Ambiance,2013,129000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,610000.0,1149.0,75.0,0,0
Dacia,Sandero,1.2 Ambiance,2012,144000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,429000.0,1200.0,63.0,0,0
Dacia,Sandero,1.2 Ambiance,2013,35000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,588000.0,1149.0,75.0,0,0
Dacia,Logan,1.2 Ambiance,2012,211000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,299000.0,1149.0,75.0,2,3
Dacia,Sandero,1.2 Ambiance,2012,182000.0,Düz,Benzin,Hatchback/5,Siyah,Önden Çekiş,400000.0,1149.0,75.0,0,11
Dacia,Sandero,1.2 Ambiance,2012,123000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,550000.0,1149.0,75.0,0,7
Dacia,Sandero,1.2 Ambiance,2013,129000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,470000.0,1149.0,75.0,2,1
Dacia,Sandero,1.2 Ambiance,2012,128000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,499000.0,1200.0,63.0,2,3
Dacia,Sandero,1.2 Ambiance,2014,214000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,455000.0,1149.0,75.0,1,3
Dacia,Sandero,1.2 Ambiance,2016,100000.0,Düz,Benzin,Hatchback/5,Beyaz,Önden Çekiş,580000.0,1200.0,63.0,1,1
Dacia,Logan,1.2 Ambiance,2015,302000.0,Düz,LPG & Benzin,Station wagon,Beyaz,Önden Çekiş,610000.0,1149.0,75.0,2,2
Dacia,Sandero,1.2 Ambiance,2011,194500.0,Düz,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,395000.0,1149.0,75.0,1,7
Dacia,Sandero,1.2 Ambiance,2012,139000.0,Düz,Benzin,Hatchback/5,Füme,Önden Çekiş,395000.0,1149.0,75.0,1,5
Dacia,Sandero,1.2 Black Line,2012,220000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,400000.0,1149.0,75.0,0,9
Dacia,Sandero,1.2 Black Line,2012,138000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,469000.0,1149.0,75.0,0,0
Dacia,Lodgy,1.3 TCE Ambiance,2021,44500.0,Düz,Benzin,MPV,Beyaz,Önden Çekiş,849000.0,1333.0,130.0,1,4
Dacia,Lodgy,1.3 TCE Ambiance,2021,68000.0,Düz,Benzin,MPV,Beyaz,Önden Çekiş,898750.0,1333.0,130.0,0,0
Dacia,Logan,1.4,2008,325000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,278500.0,1300.5,63.0,0,0
Dacia,Logan,1.4,2006,317000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,300000.0,1390.0,75.0,0,0
Dacia,Logan,1.4,2006,280000.0,Düz,LPG & Benzin,Sedan,Mavi,Önden Çekiş,260000.0,1300.5,63.0,0,0
Dacia,Logan,1.4,2007,179000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,195000.0,1300.5,63.0,0,11
Dacia,Logan,1.4 Ambiance,2006,142125.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,455000.0,1390.0,75.0,0,0
Dacia,Logan,1.4 Ambiance,2006,239000.0,Düz,LPG & Benzin,Sedan,Mavi,Önden Çekiş,329750.0,1300.5,63.0,0,4
Dacia,Logan,1.4 Ambiance,2009,217000.0,Düz,Benzin,Sedan,Gri,Önden Çekiş,275000.0,1390.0,75.0,0,0
Dacia,Logan,1.4 Ambiance,2006,264500.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,350000.0,1390.0,75.0,1,6
Dacia,Logan,1.4 Ambiance,2006,280000.0,Düz,LPG & Benzin,Sedan,Kırmızı,Önden Çekiş,360000.0,1300.5,63.0,0,12
Dacia,Logan,1.4 Ambiance,2005,243000.0,Düz,LPG & Benzin,Sedan,Diğer,Önden Çekiş,298000.0,1390.0,75.0,0,12
Dacia,Logan,1.4 Ambiance,2010,190000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,380000.0,1390.0,75.0,1,8
Dacia,Sandero,1.4 Ambiance,2009,223000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,Önden Çekiş,450000.0,1390.0,75.0,0,3
Dacia,Logan,1.4 Ambiance,2006,156000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,335000.0,1390.0,75.0,2,9
Dacia,Logan,1.4 Ambiance,2005,270000.0,Düz,LPG & Benzin,Sedan,Mavi,Önden Çekiş,255000.0,1390.0,75.0,0,0
Dacia,Sandero,1.4 Ambiance,2011,205000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,415000.0,1390.0,75.0,1,2
Dacia,Sandero,1.4 Ambiance,2009,230000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,438000.0,1390.0,75.0,0,0
Dacia,Logan,1.4 Ambiance,2008,112000.0,Düz,Benzin,Sedan,Gri,Önden Çekiş,398500.0,1300.5,63.0,2,9
Dacia,Logan,1.4 Ambiance,2006,237000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),Önden Çekiş,225000.0,1390.0,75.0,0,0
Dacia,Logan,1.4 Ambiance,2005,203000.0,Düz,LPG & Benzin,Sedan,Mavi,Önden Çekiş,300000.0,1390.0,75.0,0,4
Dacia,Sandero,1.4 Ambiance,2011,230000.0,Düz,LPG & Benzin,Hatchback/5,Gri,,450000.0,1500.5,110.0,1,1
Dacia,Sandero,1.4 Ambiance,2010,275000.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),Önden Çekiş,410000.0,1390.0,75.0,0,0
Dacia,Sandero,1.4 Ambiance,2009,186000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,465000.0,1390.0,75.0,0,1
Dacia,Sandero,1.4 Ambiance,2010,175000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,Önden Çekiş,485000.0,1390.0,75.0,1,1
Dacia,Sandero,1.4 Ambiance,2010,324000.0,Düz,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,325000.0,1390.0,75.0,2,2
Dacia,Logan,1.4 Ambiance,2010,490000.0,Düz,LPG & Benzin,Sedan,Gri,,260000.0,1500.5,110.0,2,0
Dacia,Logan,1.4 Ambiance,2010,195500.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,380000.0,1390.0,75.0,1,8
Dacia,Sandero,1.4 Ambiance,2011,160000.0,Düz,Benzin,Hatchback/5,Gri (Gümüş),Önden Çekiş,480000.0,1390.0,75.0,1,2
Dacia,Logan,1.4 Ambiance,2006,236000.0,Düz,LPG & Benzin,Sedan,Bordo,Önden Çekiş,285000.0,1300.5,63.0,0,0
Dacia,Sandero,1.4 Ambiance,2011,119206.0,Düz,Benzin,Hatchback/5,Füme,Önden Çekiş,430000.0,1390.0,75.0,0,4
Dacia,Sandero,1.4 Ambiance,2010,330000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,Önden Çekiş,420000.0,1390.0,75.0,2,8
Dacia,Logan,1.4 Ambiance,2007,170000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,347000.0,1390.0,75.0,1,9
Dacia,Logan,1.4 Ambiance,2005,237000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,250000.0,1390.0,75.0,0,0
Dacia,Logan,1.4 Ambiance,2005,207000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,315000.0,1390.0,75.0,0,12
Dacia,Sandero,1.4 Ambiance,2010,167105.0,Düz,LPG & Benzin,Hatchback/5,Füme,Önden Çekiş,451000.0,1390.0,75.0,1,5
Dacia,Logan,1.4 Ambiance,2005,130000.0,Düz,Benzin,Sedan,Bordo,Önden Çekiş,420000.0,1390.0,75.0,0,12
Dacia,Logan,1.4 Ambiance,2006,246000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,280000.0,1390.0,75.0,0,12
Dacia,Logan,1.4 Ambiance,2008,196500.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),Önden Çekiş,395000.0,1390.0,75.0,0,0
Dacia,Logan,1.4 Ambiance,2006,204000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,256000.0,1390.0,75.0,0,0
Dacia,Sandero,1.4 Ambiance,2009,190000.0,Düz,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,439000.0,1390.0,75.0,0,3
Dacia,Logan,1.4 Ambiance,2009,540000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,275000.0,1390.0,75.0,1,0
Dacia,Sandero,1.4 Ambiance,2009,153000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),Önden Çekiş,469000.0,1390.0,75.0,1,5
Dacia,Logan,1.4 Ambiance,2006,237000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,250000.0,1390.0,75.0,0,12
Dacia,Sandero,1.4 Ambiance,2009,315000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,330000.0,1390.0,75.0,0,2
Dacia,Sandero,1.4 Ambiance,2010,203700.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,Önden Çekiş,409000.0,1390.0,75.0,0,3
Dacia,Sandero,1.4 Ambiance,2009,70000.0,Düz,Benzin,Hatchback/5,Füme,Önden Çekiş,553000.0,1390.0,75.0,0,4
Dacia,Logan,1.4 Ambiance,2011,393000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,279000.0,1390.0,75.0,2,9
Dacia,Sandero,1.4 Ambiance,2009,157000.0,Düz,Benzin,Hatchback/5,Yeşil,Önden Çekiş,435000.0,1390.0,75.0,0,0
Dacia,Logan,1.4 Ambiance,2005,328300.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,265000.0,1390.0,75.0,2,2
Dacia,Logan,1.4 Ambiance,2010,265000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,415000.0,1300.5,63.0,0,0
Dacia,Logan,1.4 Ambiance,2009,310000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,365000.0,1390.0,75.0,0,12
Dacia,Logan,1.4 Ambiance,2007,250000.0,Düz,LPG & Benzin,Sedan,Beyaz,Önden Çekiş,290000.0,1300.5,63.0,0,0
Dacia,Sandero,1.4 Ambiance,2010,214000.0,Düz,Benzin,Hatchback/5,Gri,Önden Çekiş,359000.0,1390.0,75.0,2,6
Dacia,Logan,1.4 Ambiance,2009,258000.0,Düz,LPG & Benzin,Sedan,Füme,Önden Çekiş,340000.0,1390.0,75.0,0,4
Dacia,Logan,1.4 Ambiance,2005,142000.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,360000.0,1390.0,75.0,0,0
